0.308198,1.506613,1.386703,0.278560,1.494596,1.373643,0.000000,0.000000
0.307024,1.506257,1.387263,0.278865,1.494844,1.374352,0.000000,0.000000
0.305579,1.505904,1.387894,0.278965,1.494918,1.375170,0.000000,0.000000
0.304558,1.505591,1.388522,0.279138,1.494752,1.375650,0.000000,0.000000
0.303614,1.505395,1.389218,0.279380,1.494519,1.376403,0.000000,0.000000
0.302756,1.505124,1.389900,0.279132,1.494271,1.376611,0.000000,0.000000
0.302036,1.504718,1.390395,0.279125,1.493967,1.376985,0.000000,0.000000
0.301071,1.504263,1.391181,0.279115,1.493702,1.377311,0.000000,0.000000
0.300577,1.504139,1.391761,0.278877,1.493511,1.377466,0.000000,0.000000
0.300127,1.504308,1.392273,0.278595,1.492933,1.377540,0.000000,0.000000
0.299796,1.504316,1.392663,0.278443,1.492557,1.377564,0.000000,0.000000
0.299571,1.504182,1.393106,0.278318,1.492298,1.377478,0.000000,0.000000
0.299346,1.504397,1.393635,0.278219,1.491771,1.377189,0.000000,0.000000
0.299285,1.504314,1.394034,0.278284,1.491103,1.376856,0.000000,0.000000
0.299258,1.504346,1.394454,0.278388,1.490493,1.376826,0.000000,0.000000
0.299249,1.504311,1.395016,0.278750,1.489555,1.376630,0.000000,0.000000
0.299287,1.504027,1.395385,0.279293,1.488716,1.376544,0.000000,0.000000
0.299280,1.503785,1.395801,0.279814,1.488007,1.376559,0.000000,0.000000
0.299373,1.503509,1.396161,0.280721,1.486848,1.376544,0.000000,0.000000
0.299462,1.503348,1.396539,0.281905,1.485628,1.376530,0.000000,0.000000
0.299740,1.502980,1.396995,0.283084,1.484885,1.376531,0.000000,0.000000
0.300139,1.502721,1.397509,0.285277,1.483322,1.376468,0.000000,0.000000
0.300756,1.502545,1.398068,0.286728,1.482060,1.376570,0.000000,0.000000
0.301351,1.502370,1.398549,0.288622,1.480864,1.376689,0.000000,0.000000
0.302059,1.502383,1.399239,0.288780,1.480414,1.377227,0.000000,0.000000
0.302768,1.502445,1.399846,0.290318,1.479322,1.377555,0.000000,0.000000
0.303628,1.502267,1.400465,0.292070,1.478364,1.377896,0.000000,0.000000
0.304697,1.502195,1.401354,0.293890,1.477178,1.378472,0.000000,0.000000
0.305604,1.502230,1.402295,0.295891,1.475905,1.378982,0.000000,0.000000
0.306567,1.502435,1.403074,0.297163,1.475529,1.379438,0.000000,0.000000
0.307690,1.502473,1.403773,0.299295,1.474818,1.380128,0.000000,0.000000
0.308940,1.502432,1.404501,0.301285,1.474072,1.380736,0.000000,0.000000
0.310743,1.502712,1.405508,0.302524,1.473825,1.381230,0.000000,0.000000
0.312301,1.502933,1.406151,0.304589,1.473684,1.381923,0.000000,0.000000
0.314191,1.503429,1.406644,0.306682,1.473560,1.382465,0.000000,0.000000
0.316230,1.503973,1.407286,0.308059,1.473931,1.382736,0.000000,0.000000
0.318540,1.504562,1.407804,0.309981,1.474440,1.383242,0.000000,0.000000
0.321808,1.505513,1.408585,0.311717,1.474920,1.383662,0.000000,0.000000
0.324652,1.506379,1.409246,0.313218,1.475405,1.383978,0.000000,0.000000
0.327946,1.507836,1.410664,0.315037,1.476292,1.384504,0.000000,0.000000
0.331214,1.508974,1.411572,0.316857,1.477084,1.384964,0.000000,0.000000
0.334891,1.510147,1.412725,0.318111,1.477690,1.385482,0.000000,0.000000
0.339913,1.511969,1.414277,0.319899,1.478520,1.386218,0.000000,0.000000
0.344074,1.513460,1.415510,0.321765,1.479350,1.386903,0.000000,0.000000
0.348392,1.515223,1.417328,0.323127,1.480047,1.387393,0.000000,0.000000
0.353152,1.517080,1.419257,0.325083,1.481049,1.388060,0.000000,0.000000
0.358276,1.518986,1.421228,0.327096,1.482027,1.388641,0.000000,0.000000
0.365312,1.521790,1.424313,0.330332,1.484053,1.389427,0.000000,0.000000
0.370958,1.524105,1.426703,0.332363,1.485327,1.389760,0.000000,0.000000
0.376970,1.526391,1.429423,0.333621,1.486130,1.389957,0.000000,0.000000
